TagName	Sprache	Uebersetzung	creation date yyyymmdd	Position
LangTag__FieldPostage	deu	Versandkosten	date20060119	
LangTag__FieldPostage	eng	DeliveryCharges	date20060119	
LangTag__FieldPostage	esp	GastosEnvío	date20060119	
LangTag__FieldQuantity	deu	Menge	date20060119	
LangTag__FieldQuantity	eng	Quantity	date20060119	
LangTag__FieldQuantity	esp	Cantidad	date20060119	
LangTag__FieldSender	deu	Absender	date20060119	
LangTag__FieldSender	eng	Sender	date20060119	
LangTag__FieldSender	esp	Remitente	date20060119	
LangTag__FieldShippingAddress	deu	Abweichende_Lieferadresse	date20060119	
LangTag__FieldShippingAddress	eng	DeliveryAddress	date20060119	
LangTag__FieldShippingAddress	esp	Dirección entrega	date20060119	
LangTag__FieldShippingAddress2	deu	LieferAdressenZusatz	date20060119	
LangTag__FieldShippingAddress2	eng	ShippingAddress2_	date20060119	
LangTag__FieldShippingAddress2	esp	DirecciónEntrega2	date20060119	
LangTag__FieldShippingAddressArea	deu	Versandgebiet	date20060119	
LangTag__FieldShippingAddressArea	eng	ShippingTo	date20060119	
LangTag__FieldShippingAddressArea	esp	ÁreaEntrega	date20060119	
LangTag__FieldShippingCity	deu	LieferStadt	date20060119	
LangTag__FieldShippingCity	eng	DeliveryCity	date20060119	
LangTag__FieldShippingCity	esp	LocalidadEntrega	date20060119	
LangTag__FieldShippingCompany	deu	Lieferfirma	date20060119	
LangTag__FieldShippingCompany	eng	ShippingCompany	date20060119	
LangTag__FieldShippingCompany	esp	EmpresaTransportista	date20060119	
LangTag__FieldShippingFax	deu	Lieferfax	date20060119	
LangTag__FieldShippingFax	eng	ShippingFax	date20060119	
LangTag__FieldShippingFax	esp	FaxEntrega	date20060119	
LangTag__FieldShippingFirstName	deu	LieferVorname	date20060119	
LangTag__FieldShippingFirstName	eng	DeliveryFirstName	date20060119	
LangTag__FieldShippingFirstName	esp	NombreEntrega	date20060119	
LangTag__FieldShippingFormToAddress	deu	LieferAnrede	date20060119	
LangTag__FieldShippingFormToAddress	eng	ShippingFormToAddress	date20060119	
LangTag__FieldShippingFormToAddress	esp	TratoEntrega	date20060119	
LangTag__FieldShippingLastName	deu	LieferNachname	date20060119	
LangTag__FieldShippingLastName	eng	DeliveryLastName	date20060119	
LangTag__FieldShippingLastName	esp	ApellidoEntrega	date20060119	
LangTag__FieldShippingState	deu	Lieferland	date20060119	
LangTag__FieldShippingState	eng	ShippingState	date20060119	
LangTag__FieldShippingState	esp	PaísEntrega	date20060119	
LangTag__FieldShippingStreet	deu	LieferStrasse	date20060119	
LangTag__FieldShippingStreet	eng	DeliveryAddress	date20060119	
LangTag__FieldShippingStreet	esp	DirecciónEntrega	date20060119	
LangTag__FieldShippingTelefon	deu	LieferTelefon	date20060119	
LangTag__FieldShippingTelefon	eng	ShippingTelefon	date20060119	
LangTag__FieldShippingTelefon	esp	TeléfonoEntrega	date20060119	
LangTag__FieldShippingZipCode	deu	LieferPLZ	date20060119	
LangTag__FieldShippingZipCode	eng	DeliveryPostcode_Zipcode	date20060119	
LangTag__FieldShippingZipCode	esp	CódigoPostalEntrega	date20060119	
LangTag__FieldShortVat	deu	MwSt	date20060119	
LangTag__FieldShortVat	eng	VAT	date20060119	
LangTag__FieldShortVat	esp	IVA	date20060119	
LangTag__FieldState	deu	Land	date20060119	
LangTag__FieldState	eng	Country_State	date20060119	
LangTag__FieldState	esp	País	date20060119	
LangTag__FieldSubTotal	deu	Zwischensumme	date20060119	
LangTag__FieldSubTotal	eng	Subtotal	date20060119	
LangTag__FieldSubTotal	esp	Subtotal	date20060119	
LangTag__FieldTextItem	deu	Artikel	date20060119	
LangTag__FieldTextItem	eng	Items	date20060119	
LangTag__FieldTextItem	esp	Artículos	date20060119	
LangTag__FieldTextUnitPrice	deu	Einzelpreis	date20060119	
LangTag__FieldTextUnitPrice	eng	UnitPrice	date20060119	
LangTag__FieldTextUnitPrice	esp	PrecioUnidad	date20060119	
LangTag__FieldTotalAmount	deu	Rechnungsbetrag	date20060119	
LangTag__FieldTotalAmount	eng	Invoice_total	date20060119	
LangTag__FieldTotalAmount	esp	Total_factura	date20060119	
LangTag__FieldTotalPrice	deu	Gesamtpreis	date20060119	
LangTag__FieldTotalPrice	eng	TotalPrice	date20060119	
LangTag__FieldTotalPrice	esp	Precio Total	date20060119	
LangTag__FieldValue	deu	Wert	date20060119	
LangTag__FieldValue	eng	value	date20060119	
LangTag__FieldValue	esp	Valor	date20060119	
LangTag__FieldZipCode	deu	PLZ	date20060119	
LangTag__FieldZipCode	eng	Postcode_Zipcode	date20060119	
LangTag__FieldZipCode	esp	Código postal	date20060119	
LangTag__FinancialInstitution	deu	Geldinstitut	date20060119	
LangTag__FinancialInstitution	eng	FinancialInstitution	date20060119	
LangTag__FinancialInstitution	esp	Entidad bancaria	date20060119	
LangTag__IclearDiscount	deu	Rabatt	date20060119	
LangTag__IclearDiscount	eng	Discount	date20060119	
LangTag__IclearDiscount	esp	Descuento	date20060119	
LangTag__IclearPostage	deu	Versandkosten	date20060119	
LangTag__IclearPostage	eng	DeliveryCharges	date20060119	
LangTag__IclearPostage	esp	GastosEnvío	date20060119	
LangTag__IssueNumber	deu	Pruefnummer	date20060119	
LangTag__IssueNumber	eng	IssueNumber_SwitchSolo	date20060119	
LangTag__IssueNumber	esp	NúmeroControl	date20060119	
LangTag__MonthExpirationDate	deu	GueltigkeitMonat	date20060119	
LangTag__MonthExpirationDate	eng	ExpirationDateMonth	date20060119	
LangTag__MonthExpirationDate	esp	MésCaducidad	date20060119	
LangTag__SecurityCode	deu	ZweitePruefnummer	date20060119	
LangTag__SecurityCode	eng	SecurityCode	date20060119	
LangTag__SecurityCode	esp	CódigoSeguridad	date20060119	
LangTag__SubTotal	deu	Zwischensumme	date20060119	
LangTag__SubTotal	eng	Subtotal	date20060119	
LangTag__SubTotal	esp	Subtotal	date20060119	
LangTag__TermsAndCond	deu	AGB	date20060119	
LangTag__TermsAndCond	eng	Conditions	date20060119	
LangTag__TermsAndCond	esp	Condiciones generales	date20060119	
LangTag__TotalAmount	deu	Rechnungsbetrag	date20060119	
LangTag__TotalAmount	eng	Invoice_total	date20060119	
LangTag__TotalAmount	esp	Total_factura	date20060119	
LangTag__YearExpirationDate	deu	GueltigkeitJahr	date20060119	
LangTag__YearExpirationDate	eng	ExpirationDateYear	date20060119	
LangTag__YearExpirationDate	esp	AñoCaducidad	date20060119	
LangTagAvailability	deu	Verfügbarkeit	date20060125	
LangTagAvailability	eng	Availability	date20060125	
LangTagAvailability	esp	Disponibilidad	date20060125	
LangTag__FieldShopURL	deu	Onlineshop	date20060126	
LangTag__FieldShopURL	eng	Online shop	date20060126	
LangTag__FieldShopURL	esp	Online shop	date20060126	
LangTagFNFieldShopURL	deu	Onlineshop	date20060126	
LangTagFNFieldShopURL	eng	Onlineshop	date20060126	
LangTagFNFieldShopURL	esp	Onlineshop	date20060126	
				
				
LangTagStartOnlineShop	deu	Zum Shop	date20060215	
LangTagStartOnlineShop	eng	online shop	date20060215	
LangTagStartOnlineShop	esp	Al Shop	date20060215

//Begin Countries
LangTagCountryAfganistan	deu	Afganistan	date20100514
LangTagCountryAfganistan	eng	Afganistan	date20100514

LangTagCountryEgypt	deu	Ägypten	date20100514
LangTagCountryEgypt	eng	Egypt	date20100514

LangTagCountryAlbania	deu	Albanien	date20100514
LangTagCountryAlbania	eng	Albania	date20100514

LangTagCountryAlgeria	deu	Algerien	date20100514
LangTagCountryAlgeria	eng	Algeria	date20100514

LangTagCountryAmericanSamoa	deu	Amerikanisch-Samoa	date20100514
LangTagCountryAmericanSamoa	eng	Amrican Samoa	date20100514

LangTagCountryAndorra	deu	Andorra	date20100514
LangTagCountryAndorra	eng	Andorra	date20100514

LangTagCountryAngola	deu	Angola	date20100514
LangTagCountryAngola	eng	Angola	date20100514

LangTagCountryAnguilla	deu	Anguilla	date20100514
LangTagCountryAnguilla	eng	Anguilla	date20100514

LangTagCountryAntarctica	deu	Antarktis	date20100514
LangTagCountryAntarctica	eng	Antarctica	date20100514

LangTagCountryAntiguaAndBarbuda	deu	Antigua und Barbuda	date20100514
LangTagCountryAntiguaAndBarbuda	eng	Antigua and Barbuda	date20100514

LangTagCountryEquatorialGuinea	deu	Äquatorialguinea	date20100514
LangTagCountryEquatorialGuinea	eng	Equatorial Guinea	date20100514

LangTagCountryArgentina	deu	Argentinien	date20100514
LangTagCountryArgentina	eng	Argentina	date20100514

LangTagCountryArmenia	deu	Armenien	date20100514
LangTagCountryArmenia	eng	Armenia	date20100514

LangTagCountryAruba	deu	Aruba	date20100514
LangTagCountryAruba	eng	Aruba	date20100514

LangTagCountryAzerbaijan	deu	Aserbaidschan	date20100514
LangTagCountryAzerbaijan	eng	Azerbaijan	date20100514

LangTagCountryEthiopia	deu	Äthiopien	date20100514
LangTagCountryEthiopia	eng	Ethiopia	date20100514

LangTagCountryAustralia	deu	Australien	date20100514
LangTagCountryAustralia	eng	Australia	date20100514

LangTagCountryBahamas	deu	Bahamas, die	date20100514
LangTagCountryBahamas	Bahamas	date20100514

LangTagCountryBahrain	deu	Bahrein	date20100514
LangTagCountryBahrain	eng	Bahrain	date20100514

LangTagCountryBangladesh	deu	Bangladesch	date20100514
LangTagCountryBangladesh	eng	Bangladesh	date20100514

LangTagCountryBarbados	deu	Barbados	date20100514
LangTagCountryBarbados	eng	Barbados	date20100514

LangTagCountryBelgium	deu	Belgien	date20100514
LangTagCountryBelgium	eng	Belgium	date20100514

LangTagCountryBelize	deu	Belize	date20100514
LangTagCountryBelize	eng	Belize	date20100514

LangTagCountryBenin	deu	Benin	date20100514
LangTagCountryBenin	eng	Benin	date20100514

LangTagCountryBermuda	deu	Bermuda	date20100514
LangTagCountryBermuda	eng	Bermuda	date20100514

LangTagCountryBhutan	deu	Bhutan	date20100514
LangTagCountryBhutan	eng	Bhutan	date20100514

LangTagCountryBolivia	deu	Bolivien	date20100514
LangTagCountryBolivia	eng	Bolivia	date20100514

LangTagCountryBosnienHerzegowina	deu	Bosnien-Herzegowina	date20100514
LangTagCountryBosnienHerzegowina	eng	Bosnia and Herzegovina	date20100514

LangTagCountryBotsuana	deu	Botswana	date20100514
LangTagCountryBotsuana	eng	Botsuana	date20100514

LangTagCountryBouvetIsland	deu	Bouvet-Insel	date20100514
LangTagCountryBouvetIsland	eng	Bouvet Island	date20100514#

LangTagCountryBrazil	deu	Brasilien	date20100514
LangTagCountryBrazil	eng	Brazil	date20100514

LangTagCountryVirginIslandsBritish	deu	Britische Jungferninseln	date20100514
LangTagCountryVirginIslandsBritish	eng	Virgin Islands, British	date20100514

LangTagCountryBritishIndianOceanTerritory	deu	Britisches Territorium im Indischen Ozean	date20100514
LangTagCountryBritishIndianOceanTerritory	eng	British Indian Ocean Territory	date20100514

LangTagCountryBruneiDarussalam	deu	Brunei Darussalam	date20100514
LangTagCountryBruneiDarussalam	eng	Brunei Darussalam	date20100514

LangTagCountryBulgaria	deu	Bulgarien	date20100514
LangTagCountryBulgaria	eng	Bulgaria	date20100514

LangTagCountryBurkinaFaso	deu	Burkina Faso	date20100514
LangTagCountryBurkinaFaso	eng	Burkina Faso	date20100514

LangTagCountryBurundi	deu	Burundi	date20100514
LangTagCountryBurundi	eng	Burundi	date20100514

LangTagCountryChile	deu	Chile	date20100514
LangTagCountryChile	eng	Chile	date20100514

LangTagCountryChina	deu	China	date20100514
LangTagCountryChina	eng	China	date20100514

LangTagCountryCocosIslands	deu	Cocosinseln	date20100514
LangTagCountryCocosIslands	eng	Cocos (Keeling) Islands	date20100514

LangTagCountryCookIslands	deu	Cook Inseln	date20100514
LangTagCountryCookIslands	eng	Cook Islands	date20100514

LangTagCountryCostaRica	deu	Costa Rica	date20100514
LangTagCountryCostaRica	eng	Costa Rica	date20100514

LangTagCountryCotedIvoire	deu	Cote dIvoire	date20100514
LangTagCountryCotedIvoire	eng	Cote dIvoire	date20100514

LangTagCountryDenmark	deu	Dänemark	date20100514
LangTagCountryDenmark	eng	Denmark	date20100514

LangTagCountryGermany	deu	Deutschland	date20100514
LangTagCountryGermany	eng	Germany	date20100514

LangTagCountryDominica	deu	Dominika	date20100514
LangTagCountryDominica	eng	Dominica	date20100514

LangTagCountryDominicanRepublic	deu	Dominikanische Republik	date20100514
LangTagCountryDominicanRepublic	eng	Dominican Republic	date20100514

LangTagCountryDjibouti	deu	Dschibuti	date20100514
LangTagCountryDjibouti	eng	Djibouti	date20100514

LangTagCountryEcuador	deu	Ekuador	date20100514
LangTagCountryEcuador	eng	Ecuador	date20100514

LangTagCountryElSalvador	deu	El Salvador	date20100514
LangTagCountryElSalvador	eng	El Salvador	date20100514

LangTagCountryEritrea	deu	Eritrea	date20100514
LangTagCountryEritrea	eng	Eritrea	date20100514

LangTagCountryEstonia	deu	Estland	date20100514
LangTagCountryEstonia	eng	Estonia	date20100514

LangTagCountryFalklandIslands	deu	Falklandinseln (Malvinen)	date20100514
LangTagCountryFalklandIslands	eng	Falkland Islands (Malvinas)	date20100514

LangTagCountryFaroeIslands	deu	Faröer	date20100514
LangTagCountryFaroeIslands	eng	Faroe Islands	date20100514

LangTagCountryFiji	deu	Fidschi	date20100514
LangTagCountryFiji	eng	Fiji	date20100514

LangTagCountryFinland	deu	Finnland	date20100514
LangTagCountryFinland	eng	Finland	date20100514

LangTagCountryFrance	deu	Frankreich	date20100514
LangTagCountryFrance	eng	France	date20100514

LangTagCountryFrenchSouthernTerritories	deu	Französische Südpolar-Territorien	date20100514
LangTagCountryFrenchSouthernTerritories	eng	French Southern Territories	date20100514

LangTagCountryFrenchGuiana	deu	Französisch-Guayana	date20100514
LangTagCountryFrenchGuiana	eng	French Guiana	date20100514

LangTagCountryFrenchPolynesia	deu	Französisch-Polinesien	date20100514
LangTagCountryFrenchPolynesia	eng	French Polynesia	date20100514

LangTagCountryGabon	deu	Gabun	date20100514
LangTagCountryGabon	eng	Gabon	date20100514

LangTagCountryGambia	deu	Gambia	date20100514
LangTagCountryGambia	eng	Gambia	date20100514

LangTagCountryGeorgia	deu	Georgien	date20100514
LangTagCountryGeorgia	eng	Georgia	date20100514

LangTagCountryGhana	deu	Ghana	date20100514
LangTagCountryGhana	eng	Ghana	date20100514

LangTagCountryGibraltar	deu	Gibraltar	date20100514
LangTagCountryGibraltar	eng	Gibraltar	date20100514

LangTagCountryGrenada	deu	Grenada	date20100514
LangTagCountryGrenada	eng	Grenada	date20100514

LangTagCountryGreece	deu	Griechenland	date20100514
LangTagCountryGreece	eng	Greece	date20100514

LangTagCountryGreenland	deu	Grönland	date20100514
LangTagCountryGreenland	eng	Greenland	date20100514

LangTagCountryGuadeloupe	deu	Guadeloupe	date20100514
LangTagCountryGuadeloupe	eng	Guadeloupe	date20100514

LangTagCountryGuam	deu	Guam	date20100514
LangTagCountryGuam	eng	Guam	date20100514

LangTagCountryGuatemala	deu	Guatemala	date20100514
LangTagCountryGuatemala	eng	Guatemala	date20100514

LangTagCountryGuinea	deu	Guinea	date20100514
LangTagCountryGuinea	eng	Guinea	date20100514

LangTagCountryGuineaBissau	deu	Guinea-Bissau	date20100514
LangTagCountryGuineaBissau	eng	Guinea-Bissau	date20100514

LangTagCountryGuyana	deu	Guyana	date20100514
LangTagCountryGuyana	eng	Guyana	date20100514

LangTagCountryHaiti	deu	Haiti	date20100514
LangTagCountryHaiti	eng	Haiti	date20100514

LangTagCountryHeardIslandAndMcDonaldIslands	deu	Heardinsel und McDonald-Inseln	date20100514
LangTagCountryHeardIslandAndMcDonaldIslands	eng	Heard Island and McDonald Islands	date20100514

LangTagCountryHolySeeVaticanCityState	deu	Heilige Stuhl, der (Vatikanstadt)	date20100514
LangTagCountryHolySeeVaticanCityState	eng	Holy See (Vatican City State)	date20100514

LangTagCountryHonduras	deu	Honduras	date20100514
LangTagCountryHonduras	eng	Honduras	date20100514

LangTagCountryHongkong	deu	Hong Kong	date20100514
LangTagCountryHongkong	eng	Hongkong	date20100514

LangTagCountryIndia	deu	Indien	date20100514
LangTagCountryIndia	eng	India	date20100514

LangTagCountryIndonesia	deu	Indonesien	date20100514
LangTagCountryIndonesia	eng	Indonesia	date20100514

LangTagCountryIraq	deu	Irak	date20100514
LangTagCountryIraq	eng	Iraq	date20100514

LangTagCountryIran	deu	Iran, Islamische Republik	date20100514
LangTagCountryIran	eng	Iran, Islamic Republic of	date20100514

LangTagCountryIreland	deu	Irland	date20100514
LangTagCountryIreland	eng	Ireland	date20100514

LangTagCountryIceland	deu	Island	date20100514
LangTagCountryIceland	eng	Iceland	date20100514

LangTagCountryIsrael	deu	Israel	date20100514
LangTagCountryIsrael	eng	Israel	date20100514

LangTagCountryItaly	deu	Italien	date20100514
LangTagCountryItaly	eng	Italy	date20100514

LangTagCountryJamaica	deu	Jamaika	date20100514
LangTagCountryJamaica	eng	Jamaica	date20100514

LangTagCountryJapan	deu	Japan	date20100514
LangTagCountryJapan	eng	Japan	date20100514

LangTagCountryYemen	deu	Jemen	date20100514
LangTagCountryYemen	eng	Yemen	date20100514

LangTagCountryJordan	deu	Jordan	date20100514
LangTagCountryJordan	eng	Jordan	date20100514

LangTagCountryCaymanIslands	deu	Kaimaninseln	date20100514
LangTagCountryCaymanIslands	eng	Cayman Islands	date20100514

LangTagCountryCambodia	deu	Kambodscha	date20100514
LangTagCountryCambodia	eng	Cambodia	date20100514

LangTagCountryCameroon	deu	Kamerun	date20100514
LangTagCountryCameroon	eng	Cameroon	date20100514

LangTagCountryCanada	deu	Kanada	date20100514
LangTagCountryCanada	eng	Canada	date20100514

LangTagCountryCapeVerde	deu	Kap Verde	date20100514
LangTagCountryCapeVerde	eng	Cape Verde	date20100514

LangTagCountryKazakhstan	deu	Kasachstan	date20100514
LangTagCountryKazakhstan	eng	Kazakhstan	date20100514

LangTagCountryQatar	deu	Katar	date20100514
LangTagCountryQatar	eng	Qatar	date20100514

LangTagCountryKenya	deu	Kenia	date20100514
LangTagCountryKenya	eng	Kenya	date20100514

LangTagCountryKyrgyzstan	deu	Kirgisien	date20100514
LangTagCountryKyrgyzstan	eng	Kyrgyzstan	date20100514

LangTagCountryKiribati	deu	Kiribati	date20100514
LangTagCountryKiribati	ebg	Kiribati	date20100514

LangTagCountryUnitedStatesMinorOutlyingIslands	deu	Kleine US-Außeninseln	date20100514
LangTagCountryUnitedStatesMinorOutlyingIslands	eng	United States Minor Outlying Islands	date20100514

LangTagCountryColombia	deu	Kolumbien	date20100514
LangTagCountryColombia	eng	Colombia	date20100514

LangTagCountryComoros	deu	Komoren	date20100514
LangTagCountryComoros	eng	Comoros	date20100514

LangTagCountryCongo	deu	Kongo	date20100514
LangTagCountryCongo	eng	Congo	date20100514

LangTagCountryCongoDemocraticRepublic	deu	Kongo, Demokratische Republik	date20100514
LangTagCountryCongoDemocraticRepublic	eng	Congo, the Democratic Republic of the	date20100514

LangTagCountryKoreaDemocraticPeoplesRepublic	deu	Korea, Demokratische Volksrepublik	date20100514
LangTagCountryKoreaDemocraticPeoplesRepublic	eng	Korea, Democratic Peoples Republic of	date20100514

LangTagCountryCroatia	deu	Kroatien	date20100514
LangTagCountryCroatia	eng	Croatia	date20100514

LangTagCountryCuba	deu	Kuba	date20100514
LangTagCountryCuba	eng	Cuba	date20100514

LangTagCountryKuwait	deu	Kuwait	date20100514
LangTagCountryKuwait	eng	Kuwait	date20100514

LangTagCountryLaoPeoplesDemocraticRepublic	deu	Laos, Demokratische Volksrepublik	date20100514
LangTagCountryLaoPeoplesDemocraticRepublic	eng	Lao Peoples Democratic Republic	date20100514

LangTagCountryLesotho	deu	Lesotho	date20100514
LangTagCountryLesotho	eng	Lesotho	date20100514

LangTagCountryLatvia	deu	Lettland	date20100514
LangTagCountryLatvia	eng	Latvia	date20100514

LangTagCountryLebanon	deu	Libanon	date20100514
LangTagCountryLebanon	eng	Lebanon	date20100514

LangTagCountryLiberia	deu	Liberia	date20100514
LangTagCountryLiberia	eng	Liberia	date20100514

LangTagCountryLibyanArabJamahiriya	deu	Libyen	date20100514
LangTagCountryLibyanArabJamahiriya	eng	Libyan Arab Jamahiriya	date20100514

LangTagCountryLiechtenstein	deu	Liechtenstein	date20100514
LangTagCountryLiechtenstein	eng	Liechtenstein	date20100514

LangTagCountryLithuania	deu	Litauen	date20100514
LangTagCountryLithuania	eng	Lithuania	date20100514

LangTagCountryLuxembourg	deu	Luxemburg	date20100514
LangTagCountryLuxembourg	eng	Luxembourg	date20100514

LangTagCountryMacao	deu	Macao	date20100514
LangTagCountryMacao	eng	Macao	date20100514

LangTagCountryMadagascar	deu	Madagaskar	date20100514
LangTagCountryMadagascar	eng	Madagascar	date20100514

LangTagCountryMalawi	deu	Malawi	date20100514
LangTagCountryMalawi	eng	Malawi	date20100514

LangTagCountryMalaysia	deu	Malaysia	date20100514
LangTagCountryMalaysia	eng	Malaysia	date20100514

LangTagCountryMaldives	deu	Maldiven	date20100514
LangTagCountryMaldives	eng	Maldives	date20100514

LangTagCountryMali	deu	Mali	date20100514
LangTagCountryMali	eng	Mali	date20100514

LangTagCountryMalta	deu	Malta	date20100514
LangTagCountryMalta	eng	Malta	date20100514

LangTagCountryMorocco	deu	Marocco	date20100514
LangTagCountryMorocco	eng	Morocco	date20100514

LangTagCountryMarshallIslands	deu	Marshallinseln	date20100514
LangTagCountryMarshallIslands	eng	Marshall Islands	date20100514

LangTagCountryMartinique	deu	Martinique	date20100514
LangTagCountryMartinique	eng	Martinique	date20100514

LangTagCountryMauritania	deu	Mauritanien	date20100514
LangTagCountryMauritania	eng	Mauritania	date20100514

LangTagCountryMauritius	deu	Mauritius	date20100514
LangTagCountryMauritius	eng	Mauritius	date20100514

LangTagCountryMayotte	deu	Mayotte	date20100514
LangTagCountryMayotte	eng	Mayotte	date20100514

LangTagCountryMacedoniaFormerYugoslavRepublic	deu	Mazedonien, die ehemalige Jugoslawische Republik	date20100514
LangTagCountryMacedoniaFormerYugoslavRepublic	eng	Macedonia, the Former Yugoslav Republic	date20100514

LangTagCountryMexico	deu	Mexiko	date20100514
LangTagCountryMexico	eng	Mexico	date20100514

LangTagCountryMicronesiaFederatedStates	deu	Mikronesien, Staatsföderation	date20100514
LangTagCountryMicronesiaFederatedStates	eng	Micronesia, Federated States of	date20100514

LangTagCountryMoldovaRepublic	deu	Moldawien, Republik	date20100514
LangTagCountryMoldovaRepublic	eng	Moldova, Republic of	date20100514

LangTagCountryMonaco	deu	Monako	date20100514
LangTagCountryMonaco	eng	Monaco	date20100514

LangTagCountryMongolia	deu	Mongolei	date20100514
LangTagCountryMongolia	eng	Mongolia	date20100514

LangTagCountryMontserrat	deu	Montserrat	date20100514
LangTagCountryMontserrat	eng	Montserrat	date20100514

LangTagCountryMozambique	deu	Mosambik	date20100514
LangTagCountryMozambique	eng	Mozambique	date20100514

LangTagCountryMyanmar	deu	Myanmar	date20100514
LangTagCountryMyanmar	eng	Myanmar	date20100514

LangTagCountryNamibia	deu	Namibia	date20100514
LangTagCountryNamibia	eng	Namibia	date20100514

LangTagCountryNauru	deu	Nauru	date20100517
LangTagCountryNauru	eng	Nauru	date20100517

LangTagCountryNepal	deu	Nepal	date20100517
LangTagCountryNepal	eng	Nepal	date20100517

LangTagCountryNewCaledonia	deu	Neukaledonien	date20100517
LangTagCountryNewCaledonia	eng	New Caledonia	date20100517

LangTagCountryNewZealand	deu	Neuseeland	date20100517
LangTagCountryNewZealand	eng	New Zealand	date20100517

LangTagCountryNetherlands	deu	Niederlande	date20100517
LangTagCountryNetherlands	eng	Netherlands	date20100517

LangTagCountryNetherlandsAntilles	deu	Niederlaendische Antillen	date20100517
LangTagCountryNetherlandsAntilles	eng	Netherlands Antilles	date20100517

LangTagCountryNiger	deu	Niger	date20100517
LangTagCountryNiger	eng	Niger	date20100517

LangTagCountryNigeria	deu	Nigeria	date20100517
LangTagCountryNigeria	eng	Nigeria	date20100517

LangTagCountryNicaragua	deu	Nikaragua	date20100517
LangTagCountryNicaragua	eng	Nicaragua	date20100517

LangTagCountryNiue	deu	Niue	date20100517
LangTagCountryNiue	eng	Niue	date20100517

LangTagCountryNorthernMarianaIslands	deu	Nordische Marianen-Inseln	date20100517
LangTagCountryNorthernMarianaIslands	eng	Northern Mariana Islands	date20100517

LangTagCountryNorfolkIsland	deu	Norfolkinseln	date20100517
LangTagCountryNorfolkIsland	eng	Norfolk Island	date20100517

LangTagCountryNorway	deu	Norwegen	date20100517
LangTagCountryNorway	eng	Norway	date2010517

LangTagCountryOman	deu	Oman	date20100517
LangTagCountryOman	eng	Oman	date20100517

LangTagCountryAustria	deu	Oesterreich	date20100517
LangTagCountryAustria	eng	Austria	date20100517

LangTagCountryTimorLeste	deu	Ost-Timur	date20100517
LangTagCountryTimorLeste	eng	Timor-Leste	date20100517

LangTagCountryPakistan	deu	Pakistan	date20100517
LangTagCountryPakistan	eng	Pakistan	date20100517

LangTagCountryPalestinianTerritory	deu	Palestinensische Territorium, das	date20100517
LangTagCountryPalestinianTerritory	eng	Palestinian Territory	date20100517

LangTagCountryPalau	deu	Palau	date20100517
LangTagCountryPalau	eng	Palau	date20100517

LangTagCountryPanama	deu	Panama	date20100517
LangTagCountryPanama	eng	Panama	date20100517

LangTagCountryPapuaNewGuinea	deu	Papua-Neuguinea	date20100517
LangTagCountryPapuaNewGuinea	eng	Papua New Guinea	date20100517

LangTagCountryParaguay	deu	Paraguay	date20100517
LangTagCountryParaguay	eng	Paraguay	date20100517

LangTagCountryPeru	deu	Peru	date20100517
LangTagCountryPeru	eng	Peru	date20100517

LangTagCountryPhilippines	deu	Philippinen	date20100517
LangTagCountryPhilippines	eng	Philippines	date20100517

LangTagCountryPitcairn	deu	Pitcairn	date20100517
LangTagCountryPitcairn	eng	Pitcairn	date20100517

LangTagCountryPoland	deu	Polen	date20100517
LangTagCountryPoland	eng	Poland	date20100517

LangTagCountryPortugal	deu	Portugal	date20100517
LangTagCountryPortugal	eng	Portugal	date20100517

LangTagCountryPuertoRico	deu	Puerto Rico	date20100517
LangTagCountryPuertoRico	eng	Puerto Rico	date20100517

LangTagCountryReunion	deu	Reunion	date20100517
LangTagCountryReunion	eng	Reunion	date20100517

LangTagCountryRwanda	deu	Ruanda	date20100517
LangTagCountryRwanda	eng	Rwanda	date20100517

LangTagCountryRomania	deu	Rumaenien	date20100517
LangTagCountryRomania	eng	Romania	date20100517

LangTagCountryRussianFederation	deu	Russland	date20100517
LangTagCountryRussianFederation	eng	Russian Federation	date20100517

LangTagCountrySolomonIslands	deu	Salomon-Inseln	date20100517
LangTagCountrySolomonIslands	eng	Solomon Islands	date20100517

LangTagCountryZambia	deu	Sambia	date20100517
LangTagCountryZambia	eng	Zambia	date20100517

LangTagCountrySamoa	deu	Samoa	date20100517
LangTagCountrySamoa	eng	Samoa	date20100517

LangTagCountrySanMarino	deu	San Marino	date20100517
LangTagCountrySanMarino	eng	San Marino	date20100517

LangTagCountrySaoTomeAndPrincipe	deu	Sao Tome und Principe	date20100517
LangTagCountrySaoTomeAndPrincipe	eng	Sao Tome and Principe	date20100517

LangTagCountrySaudiArabia	deu	Saudi-Arabien	date20100517
LangTagCountrySaudiArabia	eng	Saudi Arabia	date20100517

LangTagCountrySweden	deu	Schweden	date20100517
LangTagCountrySweden	eng	Sweden	date20100517

LangTagCountrySwitzerland	deu	Schweiz	date20100517
LangTagCountrySwitzerland	eng	Switzerland	date20100517

LangTagCountrySenegal	deu	Senegal	date20100517
